央视频道,#genre#
重庆卫视,http://101.66.198.7:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://101.66.198.162:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://1.197.249.116:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://101.66.199.54:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://1.196.55.14:9901/tsfile/live/1097_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://106.46.147.134:10443/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.197.249.116:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://123.154.154.132:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://1.196.55.14:9901/tsfile/live/1102_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://106.46.147.134:10443/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://1.196.55.14:9901/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://106.46.147.134:10443/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.195.13.154:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://101.66.198.7:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://101.66.198.162:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://101.66.199.54:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
其他频道,#genre#
CETV1,http://1.196.55.14:9901/tsfile/live/1108_1.m3u8?key=txiptv&playlive=1&authid=0
中国教育1,http://106.46.147.134:10443/tsfile/live/1098_1.m3u8?key=txiptv&playlive=1&authid=0
开封3,http://1.196.55.14:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
中华功夫,http://1.196.55.14:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
乡村,http://106.46.147.134:10443/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://1.196.55.14:9901/tsfile/live/1111_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://106.46.147.134:10443/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0
健康河南,http://106.46.147.134:10443/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://106.46.147.134:10443/tsfile/live/1093_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://1.196.55.14:9901/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://1.196.55.14:9901/tsfile/live/1107_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://106.46.147.134:10443/tsfile/live/1117_1.m3u8?key=txiptv&playlive=1&authid=0
国防军事,http://1.196.55.14:9901/tsfile/live/1116_1.m3u8?key=txiptv&playlive=1&authid=0
家有购物,http://1.196.55.14:9901/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
巩义综合,http://106.46.147.134:10443/tsfile/live/1100_1.m3u8?key=txiptv&playlive=1&authid=0
开封新闻,http://1.196.55.14:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
收藏天下,http://1.196.55.14:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
文物,http://106.46.147.134:10443/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
新蔡,http://106.46.147.134:10443/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&authid=0
新闻综合,http://106.46.147.134:10443/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
新闻综合,http://106.46.147.134:10443/tsfile/live/1122_1.m3u8?key=txiptv&playlive=1&authid=0
棋牌汇,http://106.46.147.134:10443/tsfile/live/1103_1.m3u8?key=txiptv&playlive=1&authid=0
欢腾购物,http://1.196.55.14:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
欢腾购物,http://106.46.147.134:10443/tsfile/live/1097_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://106.46.147.134:10443/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://1.197.249.116:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共,http://1.196.55.14:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共,http://106.46.147.134:10443/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共,http://1.197.249.116:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南新农村,http://1.196.55.14:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻,http://1.196.55.14:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻,http://1.197.249.116:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻,http://106.46.147.134:10443/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
河南梨园,http://106.46.147.134:10443/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
河南梨园,http://1.196.55.14:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://106.46.147.134:10443/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://1.196.55.14:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
河南法制,http://1.197.249.116:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河南法制,http://106.46.147.134:10443/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
河南法治,http://1.196.55.14:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
河南电视剧,http://1.196.55.14:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://1.196.55.14:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://106.46.147.134:10443/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
濮阳公共,http://1.196.55.14:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
濮阳综合,http://1.196.55.14:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://106.46.147.134:10443/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
登封综合,http://106.46.147.134:10443/tsfile/live/1095_1.m3u8?key=txiptv&playlive=1&authid=0
百姓调解,http://1.197.249.116:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
百姓调解,http://1.196.55.14:9901/tsfile/live/1110_1.m3u8?key=txiptv&playlive=1&authid=0
百姓调解,http://106.46.147.134:10443/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
移动戏曲,http://106.46.147.134:10443/tsfile/live/1099_1.m3u8?key=txiptv&playlive=1&authid=0
移动戏曲,http://1.196.55.14:9901/tsfile/live/1109_1.m3u8?key=txiptv&playlive=1&authid=0
移动戏曲,http://1.196.55.14:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
精彩中原,http://1.196.55.14:9901/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
综合,http://106.46.147.134:10443/tsfile/live/1096_1.m3u8?key=txiptv&playlive=1&authid=0
美食汇,http://106.46.147.134:10443/tsfile/live/1102_1.m3u8?key=txiptv&playlive=1&authid=0
美食汇,http://1.196.55.14:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
荥阳综合,http://106.46.147.134:10443/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://1.196.55.14:9901/tsfile/live/1106_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://1.197.249.116:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
靓装,http://1.196.55.14:9901/tsfile/live/1118_1.m3u8?key=txiptv&playlive=1&authid=0
高尔夫网球,http://1.196.55.14:9901/tsfile/live/1115_1.m3u8?key=txiptv&playlive=1&authid=0
